[2025-10-23 21:47:06] [INFO    ] discord.client: logging in using static token
[2025-10-23 21:50:03] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 41, 'op': 0, 'd': {'user': {'id': '943935563449401344'}, 'status': 'idle', 'processed_at_timestamp': 0, 'guild_id': '1180814867704315904', 'client_status': {'mobile': 'idle', 'desktop': 'idle'}, 'activities': []}}
[2025-10-23 21:50:03] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-23 21:50:03] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-10-23 21:50:10] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 42, 'op': 0, 'd': {'user': {'id': '893175690055286865'}, 'status': 'online', 'processed_at_timestamp': 1761245411210, 'guild_id': '1180814867704315904', 'client_status': {'desktop': 'online'}, 'activities': [{'type': 0, 'timestamps': {}, 'supported_platforms': ['desktop'], 'state': 'GTA Online', 'session_id': 'c691a0ded542627b18bc1354703b9539', 'platform': 'desktop', 'party': {'size': [30, 32], 'id': '984158758789632513:11318886596993179270'}, 'name': 'Grand Theft Auto V Legacy', 'id': '2b2f530f2e24c36e', 'flags': 194, 'created_at': 1761245411210, 'assets': {'large_image': '1333894503043698751'}, 'application_id': '356876176465199104'}]}}
[2025-10-23 21:50:10] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-23 21:50:10] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-10-23 21:50:12] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 43, 'op': 0, 'd': {'user': {'id': '581507186438569984'}, 'status': 'dnd', 'processed_at_timestamp': 0, 'guild_id': '1180814867704315904', 'client_status': {'web': 'dnd', 'mobile': 'dnd'}, 'activities': [{'type': 4, 'state': 'cs2(london simulator)', 'name': 'Custom Status', 'id': 'custom', 'emoji': {'name': 'knife_kara_tiger', 'id': '760541081829376010', 'animated': False}, 'created_at': 1761245413993}, {'type': 6, 'state': 'custom:twemojimild', 'name': 'Hang Status', 'id': '30d5e4bae0a545e3', 'emoji': {'name': 'cs2', 'id': '1159897009885565068', 'animated': False}, 'details': 'Counter-Strike', 'created_at': 1761245274092}]}}
[2025-10-23 21:50:12] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-23 21:50:12] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-10-23 21:50:20] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 44, 'op': 0, 'd': {'user': {'id': '893175690055286865'}, 'status': 'online', 'processed_at_timestamp': 1761245421287, 'guild_id': '1180814867704315904', 'client_status': {'desktop': 'online'}, 'activities': [{'type': 0, 'timestamps': {}, 'supported_platforms': ['desktop'], 'state': 'GTA Online', 'session_id': 'c691a0ded542627b18bc1354703b9539', 'platform': 'desktop', 'party': {'size': [29, 32], 'id': '984158758789632513:11318886596993179270'}, 'name': 'Grand Theft Auto V Legacy', 'id': '2b2f530f2e24c36e', 'flags': 194, 'created_at': 1761245421287, 'assets': {'large_image': '1333894503043698751'}, 'application_id': '356876176465199104'}]}}
[2025-10-23 21:50:20] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-23 21:50:20] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-10-23 21:50:23] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 45, 'op': 0, 'd': {'user': {'id': '780570413767983122'}, 'status': 'online', 'processed_at_timestamp': 1761245423020, 'guild_id': '1410042151798046763', 'client_status': {'web': 'online'}, 'activities': [{'type': 0, 'name': 'with your media in 61174 servers | $help', 'id': 'ec0b28a579ecb4bd', 'created_at': 1761245423020}]}}
[2025-10-23 21:50:23] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-23 21:50:23] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-10-23 21:50:27] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 46, 'op': 0, 'd': {'user': {'id': '893175690055286865'}, 'status': 'online', 'processed_at_timestamp': 1761245429173, 'guild_id': '1180814867704315904', 'client_status': {'desktop': 'online'}, 'activities': [{'type': 0, 'timestamps': {}, 'supported_platforms': ['desktop'], 'state': 'GTA Online', 'session_id': 'c691a0ded542627b18bc1354703b9539', 'platform': 'desktop', 'party': {'size': [30, 32], 'id': '984158758789632513:11318886596993179270'}, 'name': 'Grand Theft Auto V Legacy', 'id': '2b2f530f2e24c36e', 'flags': 194, 'created_at': 1761245429173, 'assets': {'large_image': '1333894503043698751'}, 'application_id': '356876176465199104'}]}}
[2025-10-23 21:50:27] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-23 21:50:27] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-10-23 21:50:28] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 47, 'op': 0, 'd': {'user': {'id': '1376317021201104968'}, 'status': 'dnd', 'processed_at_timestamp': 1761245429571, 'guild_id': '1180814867704315904', 'client_status': {'desktop': 'dnd'}, 'activities': [{'type': 0, 'timestamps': {'start': 1761244633000}, 'session_id': 'dd4917d0909ebd9aae75041158329729', 'platform': 'desktop', 'party': {'size': [4, 16], 'id': 'f41c9b6c0b179b976b032f3299396563'}, 'name': 'Fortnite', 'id': '80dc5716f608e46c', 'flags': 194, 'details': 'Joinable Game - BOX PVP - 3 / 16', 'created_at': 1761245429571, 'assets': {'small_text': 'Tier 422', 'small_image': '443231156620754945'}, 'application_id': '432980957394370572'}]}}
[2025-10-23 21:50:28] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-23 21:50:28] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-10-23 21:50:33] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 47.
[2025-10-23 21:50:33] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-23 21:50:36] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 48, 'op': 0, 'd': {'user': {'id': '893175690055286865'}, 'status': 'online', 'processed_at_timestamp': 1761245437889, 'guild_id': '1180814867704315904', 'client_status': {'desktop': 'online'}, 'activities': [{'type': 0, 'timestamps': {}, 'supported_platforms': ['desktop'], 'state': 'GTA Online', 'session_id': 'c691a0ded542627b18bc1354703b9539', 'platform': 'desktop', 'party': {'size': [29, 32], 'id': '984158758789632513:11318886596993179270'}, 'name': 'Grand Theft Auto V Legacy', 'id': '2b2f530f2e24c36e', 'flags': 194, 'created_at': 1761245437889, 'assets': {'large_image': '1333894503043698751'}, 'application_id': '356876176465199104'}]}}
[2025-10-23 21:50:36] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-23 21:50:36] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-10-23 21:50:51] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 49, 'op': 0, 'd': {'user': {'id': '1376317021201104968'}, 'status': 'dnd', 'processed_at_timestamp': 1761245452734, 'guild_id': '1180814867704315904', 'client_status': {'desktop': 'dnd'}, 'activities': [{'type': 0, 'timestamps': {'start': 1761244633000}, 'session_id': 'dd4917d0909ebd9aae75041158329729', 'platform': 'desktop', 'party': {'size': [4, 16], 'id': 'f41c9b6c0b179b976b032f3299396563'}, 'name': 'Fortnite', 'id': '80dc5716f608e46c', 'flags': 194, 'details': 'Joinable Game - BOX PVP - 2 / 16', 'created_at': 1761245452734, 'assets': {'small_text': 'Tier 422', 'small_image': '443231156620754945'}, 'application_id': '432980957394370572'}]}}
[2025-10-23 21:50:51] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-23 21:50:51] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-10-23 21:50:52] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 50, 'op': 0, 'd': {'user': {'id': '1154457558862536744'}, 'status': 'idle', 'processed_at_timestamp': 1761245454098, 'guild_id': '1180814867704315904', 'client_status': {'desktop': 'idle'}, 'activities': [{'type': 0, 'timestamps': {'start': 1761241326494}, 'session_id': '01ad4eaec26813dbbd0456bacf46fe51', 'name': 'Rocket League', 'id': '67990633a6ae8374', 'created_at': 1761245454098, 'application_id': '356877880938070016'}, {'type': 2, 'timestamps': {'start': 1761245365797, 'end': 1761245473730}, 'sync_id': '72YttnPRxyHe8zCG50jYhj', 'state': 'ZXKAI; slxughter', 'session_id': '01ad4eaec26813dbbd0456bacf46fe51', 'party': {'id': 'spotify:1154457558862536744'}, 'name': 'Spotify', 'id': 'spotify:1', 'flags': 48, 'details': 'NO BATIDÃO - Slowed', 'created_at': 1761245366228, 'assets': {'large_text': 'NO BATIDÃO', 'large_image': 'spotify:ab67616d0000b2737bff89cf90806ae22a6b72df'}}]}}
[2025-10-23 21:50:52] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-23 21:50:52] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-10-23 21:50:58] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 51, 'op': 0, 'd': {'user': {'id': '728712148921876519'}, 'status': 'online', 'processed_at_timestamp': 1761245459997, 'guild_id': '1180814867704315904', 'client_status': {'web': 'online'}, 'activities': [{'type': 2, 'name': 'Takedown', 'id': 'ec0b28a579ecb4bd', 'created_at': 1761245459997}]}}
[2025-10-23 21:50:58] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-23 21:50:58] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-10-23 21:51:04] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 52, 'op': 0, 'd': {'user': {'id': '1154457558862536744'}, 'status': 'idle', 'processed_at_timestamp': 1761245465578, 'guild_id': '1180814867704315904', 'client_status': {'desktop': 'idle'}, 'activities': [{'type': 0, 'timestamps': {'start': 1761241326494}, 'session_id': '01ad4eaec26813dbbd0456bacf46fe51', 'name': 'Rocket League', 'id': '67990633a6ae8374', 'created_at': 1761245454098, 'application_id': '356877880938070016'}]}}
[2025-10-23 21:51:04] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-23 21:51:04] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-10-23 21:51:08] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 53, 'op': 0, 'd': {'user': {'id': '893175690055286865'}, 'status': 'online', 'processed_at_timestamp': 1761245469245, 'guild_id': '1180814867704315904', 'client_status': {'desktop': 'online'}, 'activities': [{'type': 0, 'timestamps': {}, 'supported_platforms': ['desktop'], 'state': 'GTA Online', 'session_id': 'c691a0ded542627b18bc1354703b9539', 'platform': 'desktop', 'party': {'size': [28, 32], 'id': '984158758789632513:11318886596993179270'}, 'name': 'Grand Theft Auto V Legacy', 'id': '2b2f530f2e24c36e', 'flags': 194, 'created_at': 1761245469245, 'assets': {'large_image': '1333894503043698751'}, 'application_id': '356876176465199104'}]}}
[2025-10-23 21:51:08] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-23 21:51:08] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-10-23 21:51:08] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 54, 'op': 0, 'd': {'user': {'id': '893175690055286865'}, 'status': 'online', 'processed_at_timestamp': 1761245470048, 'guild_id': '1180814867704315904', 'client_status': {'desktop': 'online'}, 'activities': [{'type': 0, 'timestamps': {}, 'supported_platforms': ['desktop'], 'state': 'GTA Online', 'session_id': 'c691a0ded542627b18bc1354703b9539', 'platform': 'desktop', 'party': {'size': [27, 32], 'id': 'dKFHeWdFMNjAwhgok4AAAAAAFcnCDWeAhqNyLhx5CCGL4KQne2Ug8zDyd2rbCXeaKWiOJY44bduaFQPALP4jwFyDYk4ltHuhmZUBUwbh9PIUPvRkd43l2B9qOy+6x7t'}, 'name': 'Grand Theft Auto V Legacy', 'id': '2b2f530f2e24c36e', 'flags': 194, 'created_at': 1761245470048, 'assets': {'large_image': '1333894503043698751'}, 'application_id': '356876176465199104'}]}}
[2025-10-23 21:51:08] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-23 21:51:08] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-10-23 21:51:08] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 55, 'op': 0, 'd': {'user': {'id': '893175690055286865'}, 'status': 'online', 'processed_at_timestamp': 1761245470147, 'guild_id': '1180814867704315904', 'client_status': {'desktop': 'online'}, 'activities': [{'type': 0, 'timestamps': {}, 'supported_platforms': ['desktop'], 'state': 'GTA Online', 'session_id': 'c691a0ded542627b18bc1354703b9539', 'platform': 'desktop', 'party': {}, 'name': 'Grand Theft Auto V Legacy', 'id': '2b2f530f2e24c36e', 'flags': 192, 'created_at': 1761245470147, 'assets': {'large_image': '1333894442003988602'}, 'application_id': '356876176465199104'}]}}
[2025-10-23 21:51:08] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-23 21:51:08] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-10-23 21:51:09] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 56, 'op': 0, 'd': {'user': {'id': '1154457558862536744'}, 'status': 'idle', 'processed_at_timestamp': 1761245470843, 'guild_id': '1180814867704315904', 'client_status': {'desktop': 'idle'}, 'activities': []}}
[2025-10-23 21:51:09] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-23 21:51:09] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-10-23 21:51:14] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 57, 'op': 0, 'd': {'user': {'id': '728712148921876519'}, 'status': 'online', 'processed_at_timestamp': 1761245475589, 'guild_id': '1180814867704315904', 'client_status': {'web': 'online'}, 'activities': [{'type': 2, 'name': 'Takedown', 'id': 'ec0b28a579ecb4bd', 'created_at': 1761245475589}]}}
[2025-10-23 21:51:14] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-23 21:51:14] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-10-23 21:51:14] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 58, 'op': 0, 'd': {'user': {'id': '893175690055286865'}, 'status': 'online', 'processed_at_timestamp': 1761245475829, 'guild_id': '1180814867704315904', 'client_status': {'desktop': 'online'}, 'activities': [{'type': 0, 'timestamps': {}, 'supported_platforms': ['desktop'], 'state': 'GTA Online', 'session_id': 'c691a0ded542627b18bc1354703b9539', 'platform': 'desktop', 'party': {'size': [2, 32], 'id': '3910329738261995924:11652610665972594365'}, 'name': 'Grand Theft Auto V Legacy', 'id': '2b2f530f2e24c36e', 'flags': 192, 'created_at': 1761245475829, 'assets': {'large_image': '1333894503043698751'}, 'application_id': '356876176465199104'}]}}
[2025-10-23 21:51:14] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-23 21:51:14] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-10-23 21:51:14] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 58.
[2025-10-23 21:51:15] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-23 21:51:15] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 59, 'op': 0, 'd': {'user': {'id': '893175690055286865'}, 'status': 'online', 'processed_at_timestamp': 1761245476309, 'guild_id': '1180814867704315904', 'client_status': {'desktop': 'online'}, 'activities': [{'type': 0, 'timestamps': {}, 'supported_platforms': ['desktop'], 'state': 'GTA Online', 'session_id': 'c691a0ded542627b18bc1354703b9539', 'platform': 'desktop', 'party': {'size': [3, 32], 'id': '3910329738261995924:11652610665972594365'}, 'name': 'Grand Theft Auto V Legacy', 'id': '2b2f530f2e24c36e', 'flags': 192, 'created_at': 1761245476309, 'assets': {'large_image': '1333894503043698751'}, 'application_id': '356876176465199104'}]}}
[2025-10-23 21:51:15] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-23 21:51:15] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-10-23 21:51:17] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 60, 'op': 0, 'd': {'user': {'id': '1376317021201104968'}, 'status': 'dnd', 'processed_at_timestamp': 1761245479144, 'guild_id': '1180814867704315904', 'client_status': {'desktop': 'dnd'}, 'activities': [{'type': 0, 'timestamps': {'start': 1761244634000}, 'session_id': 'dd4917d0909ebd9aae75041158329729', 'platform': 'desktop', 'party': {'size': [4, 16], 'id': 'f41c9b6c0b179b976b032f3299396563'}, 'name': 'Fortnite', 'id': '80dc5716f608e46c', 'flags': 194, 'details': 'Joinable Game - BOX PVP - 4 / 16', 'created_at': 1761245479144, 'assets': {'small_text': 'Tier 422', 'small_image': '443231156620754945'}, 'application_id': '432980957394370572'}]}}
[2025-10-23 21:51:17] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-23 21:51:17] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-10-23 21:51:24] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 61, 'op': 0, 'd': {'user': {'id': '780570413767983122'}, 'status': 'online', 'processed_at_timestamp': 1761245483027, 'guild_id': '1410042151798046763', 'client_status': {'web': 'online'}, 'activities': [{'type': 0, 'name': 'with your media in 61175 servers | $help', 'id': 'ec0b28a579ecb4bd', 'created_at': 1761245483027}]}}
